brand,category,dimension10,dimension11,dimension24,dimension25,dimension26,dimension9,ean,id,name,price
ASUS,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4718017057295,1436894,"Portátil - Asus UX550GD-BN026T, 15"", Full HD, Intel® Core™ i7-8750H, 8GB, 256GB, GTX1050, Negro",1356.0
LENOVO,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0192158380391,1401695,"Portátil - Lenovo Ideapad 320-15AST, 15.6"" HD, AMD A9-9420, 4 GB RAM, 128 GB SSD, AMD Radeon 530,",399.0
APPLE,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0190198712127,1426943,"Apple MacBook Pro Retina 15"", MR942Y/A, Intel® Core™ I7 8850H, 8ª Generación, 16 GB R",2951.0
LENOVO,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0192651535984,1427684,"Portátil - Lenovo Ideapad 330-15IKB, 15.6"", i7-8550U, 4 GB RAM, 1TB HDD, Gris platino",749.0
LENOVO,Informática y telefonía,Gaming,Portátiles,21.0,InStock,5.99,Informática,0192651540629,1430918,Y530-15ICH I7/8750H/16/1+256/GTX1050 4GB/W10,1299.0
ASUS,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4718017065740,1436915,"Portátil - Asus K540UB-GQ346T, 15"", HD, Intel® Core™ i5-8250U, MX110, 12GB, 256GB, Negro",767.0
HP,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0193015050884,1427682,"Portátil - HP 15-DB0023NS, AMD A9-9425, 8 GB, 1 TB HDD, Plata natural",459.0
LENOVO,Informática y telefonía,Portátiles,"Portátiles de menos de 14""",21.0,InStock,1.99,Informática,0192651536028,1427750,330-15IKBR15/I3-7020U/4GB/500GB/UMA/FREEDOS,349.0
ASUS,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4712900668643,1366284,"Portátil Gaming - Asus GL553VD-DM067T, 15.6"" Full HD, i7-7700HQ, 8 GB RAM, Memoria de 1 TB, Negro",1149.0
LENOVO,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0192158133553,1401333,"Portátil gaming - Lenovo Ideapad Y520-15IKBN, 15.6"", Full HD, Intel® Core i7-7700HQ, 16 GB RAM, 1",1543.0
ASUS,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4712900981988,1436913,"Portátil Gaming - Asus GL703GM-E5016, 17"", FHD, Intel Core i7-8750H, GTX1060, 16GB, 1TB+256GB, Negro",1399.0
APPLE,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0190198713117,1426947,"Apple MacBook Pro Retina 15.4"", I7-8750H, 16 GB RAM, 512 GB SSD, Radeon Pro 560X 4 GB, Touch Bar,",2957.0
ASUS,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4712900931419,1427601,"Portátil Gaming - Asus GL503VD, 15.6"" LED, Intel Core i7-7700HQ, 4 núcleos, NVIDIA GeForce, Negro",1299.0
HP,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0191628364039,1369831,"Portátil gaming - HP 15-cb012ns, Intel Core i7-7700HQ, 8 GB RAM, 1 TB HDD, GTX1050",999.0
HUAWEI,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,6901443219841,1403312,"Portátil - Huawei Matebook D 2018, 15.6&#39;&#39;, Full HD, Intel® Core i7-8550U, 8 GB RAM, 256",999.0
ASUS,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4712900775990,1388188,"Portáti -Asus VivoBook S510UA-BR249T, 15.6, HD, Intel® Core i3-7100U, 8GB RAM, 256GB SSD, Oro",650.0
HP,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0191628364251,1369835,"Portátil gaming - HP OMEN 15-ce005ns, 15.6"" Full HD, Intel® Core i7-7700HQ, 8 GB RAM, 1 TB HDD +",1199.0
GIGABYTE,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4719331943561,1416053,AERO 15X V8 I7-8750H/16/512SSD/GTX1070 6GB/W10PRO,2263.0
ASUS,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4718017026307,1436916,"Portátil - Asus N580GD-E4189T, 15"", FHD, Intel® Core™ i7-8750H, GTX1050, 8GB/16GB, 1TB, Metal",1199.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4051528331738,1372236,Toshiba Portégé A30-D-10C,949.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,8435468004697,1385834,"Portátil - Toshiba Tecra A50-C-1ZW, 15.6"" HD, i5-6200U, 8GB RAM, 500GB, Windows 10 PRO, Negro",899.0
HP,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0192545154352,1405430,"HP Portátil - HP Notebook 15-BW065NS, 15.6"", AMD A9-9420, 8 GB RAM, 1 TB, Rojo emperatriz",459.0
ACER,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4713883445825,1384464,"Portátil - Acer Extensa 2540-3132, 15.6"" HD, i3-6006U, 4GB RAM, 500GB, Windows 10 PRO, Negro",588.0
HP,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0192018765771,1389610,"Portátil - HP 15-BW054NS, 15.6"", AMD A9-9420, 8BG RAM, 256 SSD M.2, AMD Radeon R5, W10, Blanco nieve",463.0
ACER,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4713883588973,1395466,"Portátil - Acer Aspire 5, A515, 15.6"", I5-7200U, 8GB, 1TB, MX130, W10",599.0
LENOVO,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0191376650941,1364321,LENOVO 110-15ISK 15/I3-6006U/4/500/UMA/W10,389.0
ACER,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4713883471183,1380616,ACER A515-51G-500W/15/I5-8250U/8GB/256SSD/NG MX150 2GB/,699.0
HP,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0192018625051,1392022,"Portátil - HP 15-bs517ns, 15.6 pulgadas, HD, Intel Celeron N3060, 8 GB RAM, 1 TB, Windows 10,",349.0
ASUS,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4718017070690,1436884,"Portátil Gaming - Asus GL504GM-ES155T, 15.6"", GeForce GTX1060, i7-8750H, 16GB, 256GB y 1TB, Negro",1799.0
LENOVO,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0190151312159,1326839,"Portátil Gaming - Lenovo Ideapad Y700-15ISK, i7-6700HQ, 16GB RAM, 512GB SSD y GTX960 4GB",1599.0
LENOVO,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0191800384190,1372955,"Portátil - Lenovo Ideapad 110-15IBR, 15.6"" HD, Celeron N3060, 4GB RAM, Memoria interna 1TB, Negro",349.0
ACER,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4713883320764,1372422,ACER ES1-524-97JM 15/A9-9410/12GB/1TB/UMA/W10,499.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,8435468004703,1385836,"Portátil - Toshiba Satellite Pro A50-C-208, 15.6"" HD, i7-6500U, 8GB RAM, 1HDD 1TB, Windows 10 PRO,",929.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4051528337600,1427982,"Portátil - Toshiba Satellite Pro A40-D12R, 14"", HD, Intel® Core™ i5, 2.5 GHz, RAM 4 G",699.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4051528231373,1341424,"Portátil - Toshiba Portege Z30-C-10W, i5-6200U, 8GB RAM, 256GB SSD, Gris metálico",1099.0
DELL,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,5397184034538,1401482,"Portátil - DELL Vostro 5471, Intel® Core™ i5-8250U, 14"", 8GB de RAM, SSD de 256GB, Windows 10 Pro",837.0
HP,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0192545154338,1405426,"HP Portátil - HP Notebook 15-BW062NS, 15.6 pulgadas, AMD E2-9000e, 4 GB RAM, 1 TB, Azul marino",304.0
ASUS,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4712900685961,1366266,F541SA-XO493T 15/N3060/4/1/UMA/W10,349.0
ACER,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4713883445788,1384463,"Portátil - Acer Extensa 2540-3132, 15.6"" HD, i3-6006U, 4GB RAM, 1TB, Windows 10 Home, Negro",445.0
LENOVO,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0190793872899,1359525,"Portátil Gaming - Lenovo Y700-15ISK 80NV00XVSP, 15.6"" Full HD, i7-6700HQ, 8 GB RAM, Memoria 1 TB,",1399.0
HP,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0190780891407,1354984,HP ProBook PC Notebook 450 G4,1230.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4051528308464,1352966,Toshiba Satellite Pro R50-C-152,539.0
ASUS,Campañas y ofertas,,,21.0,InStock,5.99,Oportunidades,2000014308145,1430814,REACONDICIONADO F541UV-GQ676T 15/I7-7500U/12/1TB/9,879.0
HP,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0190780221075,1336443,HP 15-BA023NS/15 W S/E2-7110/4/500/W10,349.0
HUAWEI,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,6901443193462,1373146,"Portátil - Huawei Matebook D, 15.6"", Full HD, Intel® Core i5-7200U, 8 GB RAM, 1 TB HDD,",707.0
ACER,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4713883903394,1427690,Ordenador portátil - Acer Aspire 3 A315-51,449.0
HP,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0190781291794,1377994,HP EliteBook PC Notebook 1040 G3,1704.0
TOSHIBA,Campañas y ofertas,,,21.0,InStock,5.99,Oportunidades,2000014306356,1430635,"Portátil - Toshiba Z40-C-106 FHD, Intel® Core™ i5-6200, 8GB RAM y 256GB SSD, Producto",1158.0
MSI,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4719072529710,1381817,"Portátil gaming - MSI GE63VR 7RE-026ES Raider, 15.6"" FHD, Intel® Core i7-7700HQ, 16 GB RAM, 1 TB",2029.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4051528303674,1395430,TOSHIBA PORTEGE Z30T-C-133/13.3/I7-6500U/16/512/HD520/W10P,1459.0
HP,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0192018817364,1401742,"Portátil Gaming - HP 15-CE036NS, 15.6"", i7-7700HQ, 16GB de RAM, 2TB HDD+256GB SSD, NVIDIA® GTX",1849.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4051528353778,1427988,PRO A50-D-1C1 15/I7 7500U/16GB/256SSD/W10 PRO,1071.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4051528328868,1373074,Toshiba Portégé A30-C-1D0,879.0
GIGABYTE,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4719331944285,1416054,"Portatil gaming - Gigabyte Aorus X5 V8, 15.6"", FHD 144 hz, Intel® Core™ i7-8850H, 16",2499.0
ASUS,Campañas y ofertas,,,21.0,InStock,5.99,Oportunidades,2000014315457,1431545,REACONDICIONADO F541NA-GQ265T 15/N3350/4/1/UMA/W1,362.0
MSI,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4719072547608,1387266,"Portátil - MSI WS63VR 7RL-094ES, 15.6"", i7-7700HQ, 16 GB RAM, 512 GB SSD + 2 TB SATA HDD, Nvidia",3203.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,8435468003003,1357213,"Portátil - Toshiba Portégé A30-C-148, 13.3"", Intel® Core i5-6200U, 8GB de RAM, SSD de 256GB,",1049.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,8435468003010,1357214,"Portátil - Toshiba Portégé Z30-C-10W, 13.3"", Intel® Core i5-6200U, 8GB de RAM, SSD de 512GB,",1199.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,8435468002983,1357209,"Portátil - Toshiba Tecra A50-C-1ZW, 15.6"", Intel® Core i5-6200U, 8GB de RAM, HDD de 500GB,",899.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,8435468005496,1385838,"Portátil - Toshiba PORTÉGÉ A30-C-1D0, 13.3"" HD, i5-6200U, RAM 8GB, 500GB HDD, Intel® HD",949.0
MSI,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4719072538088,1384089,"Portátil - MSI WS63VR 7RL-072ES 7, 15.6"", 4K, i7-7700HQ, 32 GB RAM, 512 GB SSD + 2 TB HDD, Nvidia",3899.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,8435468004680,1385831,"Portátil - Toshiba Satellite Pro A50-C-204, 15.6"" HD, i5-6200U, 4GB RAM, 500GB, Windows 10 PRO,",749.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,8435468002969,1357206,"Portátil - Toshiba Satellite Pro A50-C-204, Intel® Core i5-6200U, 15.6"", 4GB de RAM, HDD de 500GB",769.0
LENOVO,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0192651540643,1427769,"Portátil - Lenovo Legion Y530-15ICH, 15.6"", I7-8750H, 8 GB RAM, Nvidia GeForce GTX 1050, Negro",1089.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,8435468005519,1385841,"Portátil - Toshiba Tecra A40-C-1 HN, HD, i5-6200U, 8GB RAM, 256GB SSD, Plateado",999.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4051528303698,1364251,"TOSHIBA PORTEGE Z30/13,3/I5-6200U/8GB/256GB/W10PRO",1149.0
HP,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0191628364213,1369824,15-CC512NS 15/I5-7200U/8/1/GT940MX 2GB/W10,799.0
ACER,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4713883576864,1400214,"Portátil - Acer Extensa 15, EX2519, Intel Celeron, 15.6"", 4GB, 500GB, W10, Negro",293.0
LENOVO,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0191999946001,1429352,"Portátil - Lenovo Ideapad 720S-13IKB, 13.3"", Intel® Core™ i7-7500U, 8 GB RAM, 512 GB SSD, W10, Plata",1299.0
MSI,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4719072578473,1429099,"Portátil - MSI WS63 8SJ-013XES, 15.6"" Full HD, Intel® Core™ i7-8, 16GB, 1TB+256GB SSD, P2000, Negro",2419.0
LENOVO,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0192940249219,1437082,"Portatil - Lenovo Ideapad 530S-15IKB, 15.6"", Intel® Core™ i7-8, 8 GB RAM, 512 GB SSD, W10, Negro",999.0
MSI,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4719072507541,1398200,"Portátil - MSI WS60 6QJ-676XES, 15.6"", Full HD, Intel® Core i7-6700HQ, Freedos, 16 GB RAM, Nvidia",2199.0
DELL,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,5397184076637,1413906,"GG28T/14,6/SILVER/I7-8650U/8/256/INTEL HD",1896.0
LENOVO,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0192076404049,1383016,"Portátil - Lenovo 520-15IKB, 15.6"", Intel® Core i5-8250U, 8 GB RAM, 1 TB HDD",886.0
ASUS,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4712900855678,1383340,"Portátil gaming - Asus ROG Zephyrus GX501VI-GZ033T, 15.6, FullHD, Intel® Core i7-7700HQ, 24GB",3499.0
LENOVO,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0192651536790,1427761,"Portátil - Lenovo Legion Y530-15ICH, 15.6"", I5-8300H, 8 GB RAM, Nvidia GeForce GTX 1050, Negro",970.0
ACER,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4713883488457,1380714,"Portátil Gaming - Acer Predator TRITON 700 PT715, 15.6"", i7-7700HQ, RAM 16GB, 256GB SSD, GTX1060,",2299.0
ASUS,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4718017026451,1436917,"Portátil Gaming - Asus FX504GM-EN003, 15"", FHD, Intel® Core™ i5-8300H, GTX1060, 8GB, 1TB, Negro",1012.0
TOSHIBA,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4051528303506,1399603,"Convertible 2 en 1 - Toshiba Portégé Z20t-C-13Q, 12.5"", Intel® Core M5-6Y54, 8GB de RAM, SSD de",1199.0
MSI,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4719072576127,1429785,"Portátil gaming - MSI WE73 8SJ-080XES, 15.6"", Intel® Core™ i7-8, 16GB, 1TB+256GB, Quadro P2000, W10",1979.0
HP,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0191628460502,1369825,"Portátil - HP Pavilion 15-cc513ns, 15.6 Pulgadas Full HD, I5-7200U, 8GB RAM, 1TB HDD",799.0
DELL,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,5397063987375,1391807,"Portátil - DELL Latitude 7480, i5-7300U, 2.60GHz, 14""",1739.0
ACER,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,4713883445818,1394726,"Portátil - Acer Extensa 15, EX2540-59ZL, i5-7200U ,15.6"", 4GB, 1TB, W10, Negro",629.0
HP,Informática y telefonía,Portátiles,Portátiles de 14 a 16.9,21.0,InStock,5.99,Informática,0191628158416,1389597,"Portátil - HP 15-BW007NS, 15.6"", AMD A9-9420, 8BG RAM, 1TB HDD, AMD Radeon R5, W10, Blanco nieve",495.0
