brand,category,dimension10,dimension24,dimension25,dimension26,dimension9,ean,id,name,price
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443231041,1424162,HUAWEI Y5 (18) 5.45P/4G/4N/16GB/B,109.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443210831,1391164,"Móvil - Huawei P Smart, 5.65"", Full HD+, Kirin 659, 3 GB RAM, 32 GB, 13 MP + 2 MP, Negro",199.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643330118,1406784,"Móvil - Samsung Galaxy A6+, 6"", FHD+, Octa-Core, 3 GB RAM, 32 GB, Dual 16 MP + 5 MP, Lila",247.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643330552,1406783,"Móvil - Samsung Galaxy A6+, 6"", FHD+, Octa-Core, 3 GB RAM, 32 GB, Dual 16 MP + 5 MP, Negro",247.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643294328,1406845,"Móvil - Samsung Galaxy J6, 5.6"", HD+, 3 GB RAM, 32 GB, Octa-Core, Red 4G, Dorado",171.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8436575530918,1414005,"Móvil - Xiaomi Redmi Note 5, 5.99"", Full HD, 3 GB RAM, 13 MP, Memoria 32 GB, Dual SIM, Negro",179.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6941059609742,1427281,"Móvil - Xiaomi MI A2, 5.99"", 4 GB RAM, 32 GB, Octa-Core Snapdragon 660, Dual SIM, Negro",233.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443199785,1381679,"Móvil - Huawei Mate 10 Lite, 5.9"", HD, Kirin 659, 64 GB, 4 GB RAM, 16 MP + 2 MP, Negro",249.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443158102,1354092,"Móvil - Huawei P8 Lite 2017, 5.2"", Full HD, Kirin 655, 3 GB RAM, 16 GB, 4G, 12 MP, Negro",169.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443199778,1381675,"HUAWEI Móvil - Huawei Mate 10 Lite, 5.9"", HD, Kirin 659, 64 GB, 4 GB RAM, 16 MP + 2 MP, Dorado",230.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443217403,1401773,"Móvil - Huawei P20 Lite, FullView 5.84"" Full HD+, Kirin 659, 4 GB RAM, 64 GB, Dual cámara, Negro",299.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443217410,1401774,"Móvil - Huawei P20 Lite, FullView 5.84"" Full HD+, Kirin 659, 4 GB RAM, 64 GB, Dual cámara, Azul",299.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443210855,1391168,"Móvil - Huawei P Smart, 5.65"", Full HD+, Kirin 659, 3 GB RAM, 32 GB, 13 MP + 2 MP, Oro",189.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443223398,1417879,"Móvil - Huawei Y6 2018, 5.7"", HD, IPS, Snapdragon 425, 2 GB RAM, 16 GB, 4G, 13 MP + 8 MP, Dual",149.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643331658,1406782,"Móvil - Samsung Galaxy A6+, 6"", FHD+,Octa-Core, 3 GB RAM, 32 GB, Dual 16 MP + 5 MP, Dorado",247.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643438036,1426782,"Móvil - Samsung Galaxy J6, 5.6"", HD+, 3 GB RAM, 32 GB, Octa-Core, Red 4G, Lavanda",179.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443210848,1391167,"Móvil - Huawei P Smart, 5.65"", Full HD+, Kirin 659, 3 GB RAM, 32 GB, 13 MP + 2 MP, Azul",199.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643325176,1406786,"Móvil - Samsung Galaxy A6, 5.6"", HD+, Octa-Core, 3 GB RAM, 32 GB, 16 MP + 16 MP, Negro",199.0
MOTOROLA,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6947681544185,1367744,"Móvil - Motorola Moto E4, 5"", HD, 16 GB, 2 GB RAM, 8 MP, Dorado",99.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8806088711249,1360792,"Móvil - Samsung Galaxy S8, 5.8"", Octa-Core, 64 GB, 12 MP, Red 4G, Negro",453.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8436575530864,1414003,"Móvil - Xiaomi Redmi Note 5, 5.99"", Full HD, 4 GB RAM, 13 MP, Memoria 64 GB, Dual SIM, Oro",237.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8436575530000,1394744,"Móvil - Xiaomi MI A1, 5.5"", Full HD, 4K, 4G, 32 GB, Octa-Core, Cámara 12 MP, Rojo",179.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643326791,1406785,"Móvil - Samsung Galaxy A6, 5.6"", HD+, Octa-Core, 3 GB RAM, 32 GB, 16 MP + 16 MP, Dorado",199.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443199884,1383134,"Móvil - Huawei Mate 10, 5.9"", QHD, Kirin 970, 64 GB, 4 GB RAM, 12 MP + 20 MP, 4K, Negro",479.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643327248,1406787,"Móvil - Samsung Galaxy A6, 5.6"", HD+, Octa-Core, 3 GB RAM, 32 GB, 16 MP + 16 MP, Lila",199.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6941059607861,1427331,"Móvil - Xiaomi Pocophone F1, 6.2"", Full HD+, 6 GB RAM, 128 GB, Cámara 12 + 20 MP, Negro",359.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643556778,1433247,"Móvil - Samsung Galaxy J4+, 6"", 4G, RAM 2 GB, 1.4 GHz, 32 GB, Rosa",189.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8436575530222,1400535,"Móvil - Xiaomi Redmi 5, 5.7"", HD, SnapDragon 450, 2 GB RAM, 16 GB, Cámaras 12 y 5 MP,",159.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8436575530246,1400527,"Móvil - Xiaomi Redmi 5 Plus, 5.99"", Full HD, 3 GB RAM, 32 GB, 12 MP, Dual SIM, Dorado",167.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443239597,1422849,"Móvil - Huawei P20, 5.8"" Full HD+, Kirin 970+IA, 4 GB RAM, 128 GB, Doble cámara, Dual SIM, Lila",549.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6941059609766,1427286,"Móvil - Xiaomi MI A2, 5.99"", 4 GB RAM, 32 GB, Octa-Core Snapdragon 660, Dual SIM, Azul",233.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6941059609759,1427284,"Móvil - Xiaomi MI A2, 5.99"", 4 GB RAM, 32 GB, Octa-Core Snapdragon 660, Dual SIM, Oro",249.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443214709,1402703,"Móvil - Huawei P20, 5.8"" Full HD+, Kirin 970+IA, 4 GB RAM, 128 GB, Doble cámara, Dual SIM, Azul",549.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6941059609865,1427305,MIA2 5.99P/4G/8N/128GB/B,324.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643512798,1433242,"Móvil - Samsung Galaxy A7, 6"", FHD+, Octa-Core, 4 GB RAM, 64 GB, Triple 24 MP + 5 MP, 8 MP, Negro",349.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643513078,1433240,"Móvil - Samsung Galaxy A7, 6'' FHD+ Super Amoled, Octa Core, 4 GB RAM, 64 GB, 24+8+5 MP, Azul",349.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443251100,1432898,"Móvil - Huawei Mate 20 Lite, 6.3"", FHD+, Kirin 710, 64 GB, 4 GB RAM, 24 MP + 2 MP, Azul",399.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8806088820217,1360794,"Móvil - Samsung Galaxy S8, 5.8"", Octa-Core, 64 GB, 12 MP, Red 4G, Plateado",453.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443218394,1402707,"Móvil - Huawei P20 Pro, OLED 6.1 Full HD+, Kirin 970+IA, 6 GB RAM, 128 GB, Triple cámara Leica,",763.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198746207,1405476,"Móvil - Apple iPhone 8 Plus, 5.5"" Full HD, 12 MP + 7 MP, 64 GB, (PRODUCT)RED",770.0
HONOR,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443260904,1433659,"Móvil - Honor 8X, JSN L21, 6.5"", 128 GB ROM, 4 GB RAM, 20 MP + 16 MP, Dual SIM, Negro",299.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8436575530901,1414004,"Móvil - Xiaomi Redmi Note 5, 5.99"", Full HD, 3 GB RAM, 13 MP, Memoria 32 GB, Dual SIM, Azul",193.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443214693,1402702,"Móvil - Huawei P20, 5.8"" Full HD+, Kirin 970+IA, 4 GB RAM, 128 GB, Doble cámara, Dual SIM, Negro",499.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198457509,1382454,"Móvil - iPhone X, 64 GB, Super Retina de 5.8"", 12 Mpx, Red 4G LTE, Plata",987.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198458582,1382456,"Móvil - iPhone X, 256 GB, Super Retina de 5.8"", 12 MP, Red 4G LTE, Plata",1154.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8436575530895,1414006,"Móvil - Xiaomi Redmi Note 5, 5.99"", Full HD, 3 GB RAM, 13 MP, Memoria 32 GB, Dual SIM, Oro",191.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643428556,1427347,"Móvil - Samsung Galaxy Note 9, 6.4"", QHD+, Exynos 9810 Octa-core, 6 GB RAM, 128 GB, 12 MP + 12 MP,",1009.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8806088742823,1360793,"Móvil - Samsung Galaxy S8, 5.8"", Octa-Core, 64 GB, 12 MP, Red 4G, Gris orquídea",453.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6941059607786,1427328,"Xiaomi Pocophone F1 15,7 cm (6.18"") 6 GB 64 GB Ranura híbrida Dual SIM 4G Azul 4000 mAh",319.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8436575530932,1427243,"Móvil - Xiaomi Mi Mix 2S, 5.99"" Full HD, 64 GB, 4G, 6 GB RAM, 12MP + 5MP, Blanco",467.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443251117,1432897,HUAWEI MATE 20 LITE 6.3P/4G/8N/64GB/B,399.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198458223,1382455,"Móvil - iPhone X, 256 GB, Super Retina de 5.8"", 12 Mpx, Red 4G LTE, Gris espacial",1154.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198293701,1360805,"Móvil - iPhone SE de 32 GB, con red 4G, pantalla retina de 4"" y cámara de 12 mp, Oro",289.0
MOTOROLA,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0723755128873,1434013,"Móvil - Motorola one 5.9"", HD+, 4GB RAM, Android One, 13+8 MP, 64GB, Negro",279.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8436575530871,1414001,"Móvil - Xiaomi Redmi Note 5, 5.99"", Full HD, 4 GB RAM, 13 MP, Memoria 64 GB, Dual SIM, Azul",235.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643468941,1427344,"Móvil - Samsung Galaxy Note 9, 6.4"", QHD+, Exynos 9810 Octa-core, 8 GB RAM, 512 GB, 12 MP + 12 MP,",1259.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643557188,1433246,J4+ 6P/4G/4N/32GB/GD,181.0
HUAWEI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443200894,1383121,"Móvil - Huawei Mate 10, 5.9"", QHD, Kirin 970, 64 GB, 4 GB RAM, 12 MP + 20 MP, 4K, Dorado",599.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198791641,1433030,"Móvil - Apple iPhone Xs, 64 GB, 5.8"" OLED Super Retina HD, A12 Bionic, Dual Cam 12+12 MP, Oro",1101.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6941059610656,1434560,REDMI6A 5.45P/4G/8N/32GB/B,139.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198294258,1360806,"Móvil - iPhone SE de 32 GB, con red 4G, pantalla retina de 4"" y cámara de 12 mp, Oro rosa",289.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643503604,1433249,J6+ 6P/4G/4N/32GB/G,229.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198067685,1339998,"Móvil - iPhone 7, 32GB, Red 4G LTE, Pantalla Retina HD de 4.7"", 12 Mpx, Dorado",514.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6941059609889,1427310,MIA2 5.99P/4G/8N/128GB/BL,324.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643294007,1406846,"Móvil - Samsung Galaxy J6, 5.6"", HD+, 3 GB RAM, 32 GB, Octa-Core, Red 4G, Negro",171.0
BQ,Informática y telefonía,Smartphones,21.0,OutOfStock,1.99,Móviles y smartphones,8434663009292,1409782,"Móvil - BQ Aquaris X2, 5.65"", Full HD+, Snapdragon 636, 3 GB RAM, 32 GB, 4G, 12 MP, Huella",279.0
MOTOROLA,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0723755018679,1407517,"Móvil - Motorola Moto G6 Play, 5.7"", HD+, Qualcomm Snapdragon 430, 3GB RAM, 32GB, Cámara 13MP +",193.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6941059608721,1434984,MIA2LITE 5.84P/4G/8N/32GB/B,179.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198457141,1382453,"Móvil - iPhone X, 64 GB, Super Retina de 5.8"", 12 Mpx, Red 4G LTE, Gris espacial",987.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8806088738437,1360796,"Móvil - Samsung Galaxy S8+, 6.2"", QHD+, Octa-Core, 4 GB RAM, Red 4G, 12 MP, 64 GB, Gris",547.0
BQ,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8435439899703,1378857,AQ.V PLUS (4+64) 5.5P/DS/4G/8N/64GB/B,239.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198783172,1433038,"Móvil - Apple iPhone Xs Max, 64 GB, 6.5"" OLED Super Retina HD, A12 Bionic, 12+12 MP, Gris espacial",1198.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198057990,1340268,"Móvil - Apple iPhone 6S de 32GB con red 4G, pantalla retina HD de 4,7"" y cámara 12 mp, Oro",399.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6941059610649,1434559,"Móvil - Xiaomi Redmi 6A, 5.45"" Full HD+, Helio A22, 16 GB, 2 GB RAM, 13 MP, 4G, 3000 mAh, Negro",119.0
BQ,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8435439899567,1378852,"Móvil - BQ Aquaris V, 5.2"", HD, 32 GB, 4G, 3 GB RAM, 12 MP, Huella dactilar, Negro",189.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8806088818177,1360797,"Móvil - Samsung Galaxy S8+, 6.2"", QHD+, Octa-Core, 4 GB RAM, Red 4G, 12 MP, 64 GB, Plata",547.0
BQ,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8434663009414,1391957,"Móvil - BQ Aquaris U2, 5.2"", HD, Dual SIM, 4G, Octa-Core, 32GB, Cámara 13MP, negro",177.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198784872,1433046,"Móvil - Apple iPhone Xs Max, 256 GB, 6.5"" OLED Super Retina HD, A12 Bionic, 12+12 MP, Oro",1357.0
BQ,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8435439899574,1398190,"Móvil - BQ Aquaris V, 5.2&#39;&#39;, 32 GB, 4G, 3 GB RAM, 12 Mpx, Huella dactilar, HD, Blanco y",189.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6941059607878,1427330,"Xiaomi Pocophone F1 15,7 cm (6.18"") 6 GB 128 GB Ranura híbrida Dual SIM 4G Azul 4000 mAh",359.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198543912,1376792,"Móvil - iPhone 7 PLUS de 32GB, pantalla Retina HD de 5.5"" y doble cámara, Negro brillante",626.0
SAMSUNG,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,8801643193812,1398571,"Móvil - Samsung Galaxy S9+, 6.2, Curva Super AMOLED, Octa-Core, 64 GB, 6 GB RAM, Cámara Dual 12",829.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6941059609780,1427295,"Móvil - Xiaomi Mi A2, 5.99"", Octa-Core 4x2.2 GHz y 4x1.8 GHz, 4 GB RAM, Almacenamiento 64 GB, Negro",259.0
XIAOMI,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6941059608691,1427323,"Móvil - Xiaomi Mi A2 Lite, 5.84"", 4 GB RAM ,64 GB, Huella digital, Negro",228.0
HONOR,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,6901443210916,1397100,"Móvil - Honor 9 Lite, 5.65"", 32GB, 4 cámaras, 13 + 2 MP, RAM 3GB, Pantalla infinita Full HD+,",199.0
APPLE,Informática y telefonía,Smartphones,21.0,InStock,1.99,Móviles y smartphones,0190198156440,1339993,"Móvil - iPhone 7 PLUS de 32GB, pantalla Retina HD de 5.5"" y doble cámara, plata",626.0
